Stint Type,Island,Species,FirstName,LastName,Observer_Location,Date_Time_Start,Date_Time_End,Nest,Time_Arrive,Time_Depart,Provider,Recipient,Prey_Item_Code,Prey_Size_bill_lengths,Number_of_Items,Plot_Status
Chick Provisioning,PMI,ARTE,Tyler,Grant,East,07/01/2003 10:00,07/01/2003 13:00,1,10:16,,UA,B,UI,0.25,,Outside Plot
Chick Provisioning,PMI,ARTE,Tyler,Grant,East,07/01/2003 10:00,07/01/2003 13:00,2,10:23,,UA,A,R,1.5,,Outside Plot
Chick Provisioning,PMI,ARTE,Tyler,Grant,East,07/01/2003 10:00,07/01/2003 13:00,3,10:27,,UA,A,H,1.25,,Outside Plot
Chick Provisioning,PMI,ARTE,Tyler,Grant,East,07/01/2003 10:00,07/01/2003 13:00,1,10:31,,UA,A,R,1.5,,Outside Plot
Chick Provisioning,PMI,ARTE,Tyler,Grant,East,07/01/2003 10:00,07/01/2003 13:00,1,10:35,,UA,B,UI,0.25,,Outside Plot
Chick Provisioning,PMI,ARTE,Tyler,Grant,East,07/01/2003 10:00,07/01/2003 13:00,3,10:36,,UA,A,R,1.5,,Outside Plot
Chick Provisioning,PMI,ARTE,Tyler,Grant,East,07/01/2003 10:00,07/01/2003 13:00,1,10:47,,UA,A,H,1.5,,Outside Plot
Chick Provisioning,PMI,ARTE,Tyler,Grant,East,07/01/2003 10:00,07/01/2003 13:00,1,10:52,,UA,A,UI,0.25,,Outside Plot
Chick Provisioning,PMI,ARTE,Tyler,Grant,East,07/01/2003 10:00,07/01/2003 13:00,1,10:56,,UA,A,R,1.25,,Outside Plot
Chick Provisioning,PMI,ARTE,Tyler,Grant,East,07/01/2003 10:00,07/01/2003 13:00,3,11:00,,UA,A,H,1,,Outside Plot
Chick Provisioning,PMI,ARTE,Tyler,Grant,East,07/01/2003 10:00,07/01/2003 13:00,1,11:15,,UA,B,H,1.25,,Outside Plot
Chick Provisioning,PMI,ARTE,Tyler,Grant,East,07/01/2003 10:00,07/01/2003 13:00,3,11:15,,UA,A,H,1,,Outside Plot
Chick Provisioning,PMI,ARTE,Tyler,Grant,East,07/01/2003 10:00,07/01/2003 13:00,3,11:16,,UA,A,UI,0.25,,Outside Plot
Chick Provisioning,PMI,ARTE,Tyler,Grant,East,07/01/2003 10:00,07/01/2003 13:00,1,11:18,,UA,A,H,1.25,,Outside Plot
Chick Provisioning,PMI,ARTE,Tyler,Grant,East,07/01/2003 10:00,07/01/2003 13:00,4,11:24,,UA,A,UI,0.25,,Outside Plot
Chick Provisioning,PMI,ARTE,Tyler,Grant,East,07/01/2003 10:00,07/01/2003 13:00,1,11:25,,UA,B,H,1.25,,Outside Plot
Chick Provisioning,PMI,ARTE,Tyler,Grant,East,07/01/2003 10:00,07/01/2003 13:00,4,11:30,,UA,B,H,1,,Outside Plot
Chick Provisioning,PMI,ARTE,Tyler,Grant,East,07/01/2003 10:00,07/01/2003 13:00,4,11:33,,UA,A,H,1.25,,Outside Plot
Chick Provisioning,PMI,ARTE,Tyler,Grant,East,07/01/2003 10:00,07/01/2003 13:00,4,11:35,,UA,A,UI,0.25,,Outside Plot
Chick Provisioning,PMI,ARTE,Tyler,Grant,East,07/01/2003 10:00,07/01/2003 13:00,3,11:40,,UA,A,UI,0.25,,Outside Plot
Chick Provisioning,PMI,ARTE,Tyler,Grant,East,07/01/2003 10:00,07/01/2003 13:00,1,11:42,,UA,A,R,1,,Outside Plot
Chick Provisioning,PMI,ARTE,Tyler,Grant,East,07/01/2003 10:00,07/01/2003 13:00,2,11:50,,UA,A,UI,0.25,,Outside Plot
Chick Provisioning,PMI,ARTE,Tyler,Grant,East,07/01/2003 10:00,07/01/2003 13:00,1,12:01,,UA,B,H,1.25,,Outside Plot
Chick Provisioning,PMI,ARTE,Tyler,Grant,East,07/01/2003 10:00,07/01/2003 13:00,3,12:09,,UA,B,UI,0.25,,Outside Plot
Chick Provisioning,PMI,ARTE,Tyler,Grant,East,07/01/2003 10:00,07/01/2003 13:00,1,12:35,,UA,A,UI,0.25,,Outside Plot
Chick Provisioning,PMI,ARTE,Tyler,Grant,East,07/01/2003 10:00,07/01/2003 13:00,1,12:40,,UA,A,R,1.25,,Outside Plot
Chick Provisioning,PMI,ARTE,Tyler,Grant,East,07/01/2003 10:00,07/01/2003 13:00,1,12:46,,UA,A,R,1,,Outside Plot
Chick Provisioning,PMI,ARTE,Tyler,Grant,East,07/01/2003 10:00,07/01/2003 13:00,1,12:50,,UA,B,R,1.25,,Outside Plot
Chick Provisioning,PMI,ARTE,Tyler,Grant,East,07/02/2003 08:45,07/02/2003 11:45,1,8:53,,UA,A,R,1,,Outside Plot
Chick Provisioning,PMI,ARTE,Tyler,Grant,East,07/02/2003 08:45,07/02/2003 11:45,1,9:05,,UA,A,H,2,,Outside Plot
Chick Provisioning,PMI,ARTE,Tyler,Grant,East,07/02/2003 08:45,07/02/2003 11:45,1,9:25,,UA,A,H,1.75,,Outside Plot
Chick Provisioning,PMI,ARTE,Tyler,Grant,East,07/02/2003 08:45,07/02/2003 11:45,1,9:30,,UA,A,T,1.5,,Outside Plot
Chick Provisioning,PMI,ARTE,Tyler,Grant,East,07/02/2003 08:45,07/02/2003 11:45,1,9:38,,UA,A,UI,0.25,,Outside Plot
Chick Provisioning,PMI,ARTE,Tyler,Grant,East,07/02/2003 08:45,07/02/2003 11:45,2,9:50,,UA,B,H,0.25,,Outside Plot
Chick Provisioning,PMI,ARTE,Tyler,Grant,East,07/02/2003 08:45,07/02/2003 11:45,3,9:52,,UA,A,H,2,,Outside Plot
Chick Provisioning,PMI,ARTE,Tyler,Grant,East,07/02/2003 08:45,07/02/2003 11:45,2,9:55,,UA,A,H,1.75,,Outside Plot
Chick Provisioning,PMI,ARTE,Tyler,Grant,East,07/02/2003 08:45,07/02/2003 11:45,1,9:59,,UA,B,UI,1.75,,Outside Plot
Chick Provisioning,PMI,ARTE,Tyler,Grant,East,07/02/2003 08:45,07/02/2003 11:45,1,10:00,,UA,B,R,0.25,,Outside Plot
Chick Provisioning,PMI,ARTE,Tyler,Grant,East,07/02/2003 08:45,07/02/2003 11:45,2,10:05,,UA,A,H,1,,Outside Plot
Chick Provisioning,PMI,ARTE,Tyler,Grant,East,07/02/2003 08:45,07/02/2003 11:45,1,10:09,,UA,A,R,1.25,,Outside Plot
Chick Provisioning,PMI,ARTE,Tyler,Grant,East,07/02/2003 08:45,07/02/2003 11:45,1,10:33,,UA,B,R,1,,Outside Plot
Chick Provisioning,PMI,ARTE,Tyler,Grant,East,07/02/2003 08:45,07/02/2003 11:45,3,10:46,,UA,A,UI,1,,Outside Plot
Chick Provisioning,PMI,ARTE,Tyler,Grant,East,07/02/2003 08:45,07/02/2003 11:45,3,10:50,,UA,A,H,0.25,,Outside Plot
Chick Provisioning,PMI,ARTE,Tyler,Grant,East,07/02/2003 08:45,07/02/2003 11:45,1,11:25,,UA,B,R,1.25,,Outside Plot
Chick Provisioning,PMI,ARTE,Tyler,Grant,East,07/02/2003 08:45,07/02/2003 11:45,3,11:30,,UA,A,H,1,,Outside Plot
Chick Provisioning,PMI,ARTE,Tyler,Grant,East,07/02/2003 08:45,07/02/2003 11:45,2,11:41,,UA,A,H,1,,Outside Plot
Chick Provisioning,PMI,ARTE,Kristin,Parks,North,07/02/2003 08:45,07/02/2003 11:45,8,8:57,,UA,B,H,0.75,,Outside Plot
Chick Provisioning,PMI,ARTE,Kristin,Parks,North,07/02/2003 08:45,07/02/2003 11:45,7,8:58,,UA,S,H,0.75,,Outside Plot
Chick Provisioning,PMI,ARTE,Kristin,Parks,North,07/02/2003 08:45,07/02/2003 11:45,8,9:02,,UA,A,H,1,,Outside Plot
Chick Provisioning,PMI,ARTE,Kristin,Parks,North,07/02/2003 08:45,07/02/2003 11:45,10,9:10,,UA,B,R,1,,Outside Plot
Chick Provisioning,PMI,ARTE,Kristin,Parks,North,07/02/2003 08:45,07/02/2003 11:45,8,9:10,,UA,A,U,0.75,,Outside Plot
Chick Provisioning,PMI,ARTE,Kristin,Parks,North,07/02/2003 08:45,07/02/2003 11:45,9,9:13,,UA,A,R,1.25,,Outside Plot
Chick Provisioning,PMI,ARTE,Kristin,Parks,North,07/02/2003 08:45,07/02/2003 11:45,10,9:16,,UA,A,U,U,,Outside Plot
Chick Provisioning,PMI,ARTE,Kristin,Parks,North,07/02/2003 08:45,07/02/2003 11:45,8,9:18,,UA,A,H,1,,Outside Plot
Chick Provisioning,PMI,ARTE,Kristin,Parks,North,07/02/2003 08:45,07/02/2003 11:45,9,9:26,,UA,A,R,1,,Outside Plot
Chick Provisioning,PMI,ARTE,Kristin,Parks,North,07/02/2003 08:45,07/02/2003 11:45,8,9:49,,UA,A,R,0.75,,Outside Plot
Chick Provisioning,PMI,ARTE,Kristin,Parks,North,07/02/2003 08:45,07/02/2003 11:45,10,9:51,,UA,B,H,1,,Outside Plot
Chick Provisioning,PMI,ARTE,Kristin,Parks,North,07/02/2003 08:45,07/02/2003 11:45,10,10:06,,UA,A,R,0.5,,Outside Plot
Chick Provisioning,PMI,ARTE,Kristin,Parks,North,07/02/2003 08:45,07/02/2003 11:45,8,10:16,,UA,B,H,1,,Outside Plot
Chick Provisioning,PMI,ARTE,Kristin,Parks,North,07/02/2003 08:45,07/02/2003 11:45,9,10:18,,UA,A,H,1.25,,Outside Plot
Chick Provisioning,PMI,ARTE,Kristin,Parks,North,07/02/2003 08:45,07/02/2003 11:45,9,10:26,,UA,A,R,1,,Outside Plot
Chick Provisioning,PMI,ARTE,Kristin,Parks,North,07/02/2003 08:45,07/02/2003 11:45,9,11:08,,UA,A,H,0.75,,Outside Plot
Chick Provisioning,PMI,ARTE,Kristin,Parks,North,07/02/2003 08:45,07/02/2003 11:45,10,11:09,,UA,A,R,0.5,,Outside Plot
Chick Provisioning,PMI,ARTE,Kristin,Parks,North,07/02/2003 08:45,07/02/2003 11:45,2,11:13,,UA,B,R,0.75,,Outside Plot
Chick Provisioning,PMI,ARTE,Kristin,Parks,North,07/05/2003 11:30,07/05/2003 14:35,7,11:44,,UA,A,H,1,,Outside Plot
Chick Provisioning,PMI,ARTE,Kristin,Parks,North,07/05/2003 11:30,07/05/2003 14:35,1,11:49,,UA,A,R,1.25,,Outside Plot
Chick Provisioning,PMI,ARTE,Kristin,Parks,North,07/05/2003 11:30,07/05/2003 14:35,7,11:50,,UA,B,R,1,,Outside Plot
Chick Provisioning,PMI,ARTE,Kristin,Parks,North,07/05/2003 11:30,07/05/2003 14:35,7,11:51,,UA,A,H,1,,Outside Plot
Chick Provisioning,PMI,ARTE,Kristin,Parks,North,07/05/2003 11:30,07/05/2003 14:35,8,11:54,,UA,A,H,1.25,,Outside Plot
Chick Provisioning,PMI,ARTE,Kristin,Parks,North,07/05/2003 11:30,07/05/2003 14:35,2,12:01,,UA,U,H,1.5,,Outside Plot
Chick Provisioning,PMI,ARTE,Kristin,Parks,North,07/05/2003 11:30,07/05/2003 14:35,8,12:10,,UA,A,H,0.75,,Outside Plot
Chick Provisioning,PMI,ARTE,Kristin,Parks,North,07/05/2003 11:30,07/05/2003 14:35,8,12:15,,UA,A,H,0.75,,Outside Plot
Chick Provisioning,PMI,ARTE,Kristin,Parks,North,07/05/2003 11:30,07/05/2003 14:35,10,12:17,,UA,B,U,0.75,,Outside Plot
Chick Provisioning,PMI,ARTE,Kristin,Parks,North,07/05/2003 11:30,07/05/2003 14:35,10,12:35,,UA,A,U,0.75,,Outside Plot
Chick Provisioning,PMI,ARTE,Kristin,Parks,North,07/05/2003 11:30,07/05/2003 14:35,10,12:47,,UA,A,H,0.5,,Outside Plot
Chick Provisioning,PMI,ARTE,Kristin,Parks,North,07/05/2003 11:30,07/05/2003 14:35,8,12:51,,UA,B,H,0.75,,Outside Plot
Chick Provisioning,PMI,ARTE,Kristin,Parks,North,07/05/2003 11:30,07/05/2003 14:35,8,13:15,,UA,A,H,0.75,,Outside Plot
Chick Provisioning,PMI,ARTE,Kristin,Parks,North,07/05/2003 11:30,07/05/2003 14:35,9,13:48,,UA,A,H,1.25,,Outside Plot
Chick Provisioning,PMI,ARTE,Kristin,Parks,North,07/05/2003 11:30,07/05/2003 14:35,10,14:00,,UA,B,R,0.75,,Outside Plot
Chick Provisioning,PMI,ARTE,Kristin,Parks,North,07/05/2003 11:30,07/05/2003 14:35,10,14:02,,UA,A,H,0.75,,Outside Plot
Chick Provisioning,PMI,ARTE,Steve,Agius,East,07/05/2003 12:00,07/05/2003 15:15,1,12:16,,UA,A,R,1.25,,Outside Plot
Chick Provisioning,PMI,ARTE,Steve,Agius,East,07/05/2003 12:00,07/05/2003 15:15,3,12:21,,UA,A,R,1.5,,Outside Plot
Chick Provisioning,PMI,ARTE,Steve,Agius,East,07/05/2003 12:00,07/05/2003 15:15,2,12:50,,UA,A,R,1.25,,Outside Plot
Chick Provisioning,PMI,ARTE,Steve,Agius,East,07/05/2003 12:00,07/05/2003 15:15,1,12:52,,UA,B,R,1,,Outside Plot
Chick Provisioning,PMI,ARTE,Steve,Agius,East,07/05/2003 12:00,07/05/2003 15:15,5,13:05,,UA,A,R,1.5,,Outside Plot
Chick Provisioning,PMI,ARTE,Steve,Agius,East,07/05/2003 12:00,07/05/2003 15:15,5,13:13,,UA,A,R,1,,Outside Plot
Chick Provisioning,PMI,ARTE,Steve,Agius,East,07/05/2003 12:00,07/05/2003 15:15,3,13:26,,UA,B,R,1.25,,Outside Plot
Chick Provisioning,PMI,ARTE,Steve,Agius,East,07/05/2003 12:00,07/05/2003 15:15,1,13:38,,UA,A,R,1.25,,Outside Plot
Chick Provisioning,PMI,ARTE,Steve,Agius,East,07/05/2003 12:00,07/05/2003 15:15,5,13:42,,UA,B,R,1.25,,Outside Plot
Chick Provisioning,PMI,ARTE,Steve,Agius,East,07/05/2003 12:00,07/05/2003 15:15,1,13:57,,UA,A,R,1.5,,Outside Plot
Chick Provisioning,PMI,ARTE,Steve,Agius,East,07/05/2003 12:00,07/05/2003 15:15,1,14:12,,UA,B,R,1.25,,Outside Plot
Chick Provisioning,PMI,ARTE,Steve,Agius,East,07/05/2003 12:00,07/05/2003 15:15,1,14:17,,UA,B,R,1.5,,Outside Plot
Chick Provisioning,PMI,ARTE,Steve,Agius,East,07/05/2003 12:00,07/05/2003 15:15,1,14:25,,UA,A,R,1.5,,Outside Plot
Chick Provisioning,PMI,ARTE,Steve,Agius,East,07/05/2003 12:00,07/05/2003 15:15,2,14:27,,UA,B,R,1.25,,Outside Plot
Chick Provisioning,PMI,ARTE,Steve,Agius,East,07/05/2003 12:00,07/05/2003 15:15,1,14:32,,UA,A,R,1.25,,Outside Plot
Chick Provisioning,PMI,ARTE,Steve,Agius,East,07/05/2003 12:00,07/05/2003 15:15,2,14:37,,UA,B,R,1.5,,Outside Plot
Chick Provisioning,PMI,ARTE,Steve,Agius,East,07/05/2003 12:00,07/05/2003 15:15,3,14:44,,UA,A,R,1.75,,Outside Plot
Chick Provisioning,PMI,ARTE,Steve,Agius,East,07/05/2003 12:00,07/05/2003 15:15,2,14:54,,UA,B,R,1.5,,Outside Plot
Chick Provisioning,PMI,ARTE,Steve,Agius,East,07/05/2003 12:00,07/05/2003 15:15,1,15:02,,UA,B,R,1,,Outside Plot
Chick Provisioning,PMI,ARTE,Steve,Agius,East,07/05/2003 12:00,07/05/2003 15:15,1,15:10,,UA,A,R,1.25,,Outside Plot
Chick Provisioning,PMI,ARTE,Elizabeth,Rogan,Biffy,07/06/2003 14:10,07/06/2003 17:10,3,14:37,,UA,U,R,1.5,,Outside Plot
Chick Provisioning,PMI,ARTE,Elizabeth,Rogan,Biffy,07/06/2003 14:10,07/06/2003 17:10,6,15:00,,UA,A,R,1.5,,Outside Plot
Chick Provisioning,PMI,ARTE,Elizabeth,Rogan,Biffy,07/06/2003 14:10,07/06/2003 17:10,4,15:16,,UA,A,R,1.75,,Outside Plot
Chick Provisioning,PMI,ARTE,Elizabeth,Rogan,Biffy,07/06/2003 14:10,07/06/2003 17:10,5,15:31,,UA,A,R,2,,Outside Plot
Chick Provisioning,PMI,ARTE,Elizabeth,Rogan,Biffy,07/06/2003 14:10,07/06/2003 17:10,5,15:54,,UA,A,R,1,,Outside Plot
Chick Provisioning,PMI,ARTE,Elizabeth,Rogan,Biffy,07/06/2003 14:10,07/06/2003 17:10,6,16:07,,UA,A,R,1.5,,Outside Plot
Chick Provisioning,PMI,ARTE,Elizabeth,Rogan,Biffy,07/06/2003 14:10,07/06/2003 17:10,5,16:20,,UA,A,R,1.5,,Outside Plot
Chick Provisioning,PMI,ARTE,Elizabeth,Rogan,Biffy,07/06/2003 14:10,07/06/2003 17:10,3,16:31,,UA,A,R,1.5,,Outside Plot
Chick Provisioning,PMI,ARTE,Elizabeth,Rogan,Biffy,07/06/2003 14:10,07/06/2003 17:10,3,16:31,,UA,A,R,1.75,,Outside Plot
Chick Provisioning,PMI,ARTE,Elizabeth,Rogan,Biffy,07/06/2003 14:10,07/06/2003 17:10,5,16:32,,UA,A,R,1.25,,Outside Plot
Chick Provisioning,PMI,ARTE,Elizabeth,Rogan,Biffy,07/06/2003 14:10,07/06/2003 17:10,5,16:35,,UA,A,R,1.5,,Outside Plot
Chick Provisioning,PMI,ARTE,Elizabeth,Rogan,Biffy,07/06/2003 14:10,07/06/2003 17:10,2,16:47,,UA,A,R,1,,Outside Plot
Chick Provisioning,PMI,ARTE,Kristin,Parks,North,07/06/2003 14:30,07/06/2003 17:30,7,14:33,,UA,A,R,0.75,,Outside Plot
Chick Provisioning,PMI,ARTE,Kristin,Parks,North,07/06/2003 14:30,07/06/2003 17:30,1,14:39,,UA,A,R,1.25,,Outside Plot
Chick Provisioning,PMI,ARTE,Kristin,Parks,North,07/06/2003 14:30,07/06/2003 17:30,8,15:42,,UA,A,R,1,,Outside Plot
Chick Provisioning,PMI,ARTE,Kristin,Parks,North,07/06/2003 14:30,07/06/2003 17:30,10,15:57,,UA,B,R,1,,Outside Plot
Chick Provisioning,PMI,ARTE,Kristin,Parks,North,07/06/2003 14:30,07/06/2003 17:30,9,15:57,,UA,A,R,0.75,,Outside Plot
Chick Provisioning,PMI,ARTE,Kristin,Parks,North,07/06/2003 14:30,07/06/2003 17:30,8,16:15,,UA,B,H,1.25,,Outside Plot
Chick Provisioning,PMI,ARTE,Kristin,Parks,North,07/06/2003 14:30,07/06/2003 17:30,8,16:37,,UA,A,R,1,,Outside Plot
Chick Provisioning,PMI,ARTE,Kristin,Parks,North,07/06/2003 14:30,07/06/2003 17:30,7,16:42,,UA,A,R,1,,Outside Plot
Chick Provisioning,PMI,ARTE,Kristin,Parks,North,07/06/2003 14:30,07/06/2003 17:30,10,17:16,,UA,A,R,0.75,,Outside Plot
Chick Provisioning,PMI,ARTE,Steve,Agius,North,07/07/2003 09:30,07/07/2003 12:45,12,9:54,,UA,A,R,1.25,,Outside Plot
Chick Provisioning,PMI,ARTE,Darian,Higgins,Generator,07/07/2003 13:20,07/07/2003 16:30,2,13:38,,UA,B,R,1.25,,Outside Plot
Chick Provisioning,PMI,ARTE,Darian,Higgins,Generator,07/07/2003 13:20,07/07/2003 16:30,2,13:51,,UA,B,R,1.25,,Outside Plot
Chick Provisioning,PMI,ARTE,Darian,Higgins,Generator,07/07/2003 13:20,07/07/2003 16:30,2,14:07,,UA,A,R,1,,Outside Plot
Chick Provisioning,PMI,ARTE,Darian,Higgins,Generator,07/07/2003 13:20,07/07/2003 16:30,2,14:11,,UA,C,H,1.5,,Outside Plot
Chick Provisioning,PMI,ARTE,Elizabeth,Rogan,Biffy,07/08/2003 07:45,07/08/2003 10:45,6,7:45,,UA,A,R,1.5,,Outside Plot
Chick Provisioning,PMI,ARTE,Elizabeth,Rogan,Biffy,07/08/2003 07:45,07/08/2003 10:45,4,7:50,,UA,A,R,1.25,,Outside Plot
Chick Provisioning,PMI,ARTE,Elizabeth,Rogan,Biffy,07/08/2003 07:45,07/08/2003 10:45,6,7:57,,UA,A,R,1.25,,Outside Plot
Chick Provisioning,PMI,ARTE,Elizabeth,Rogan,Biffy,07/08/2003 07:45,07/08/2003 10:45,3,7:59,,UA,A,R,2,,Outside Plot
Chick Provisioning,PMI,ARTE,Elizabeth,Rogan,Biffy,07/08/2003 07:45,07/08/2003 10:45,3,8:00,,UA,B,R,1.25,,Outside Plot
Chick Provisioning,PMI,ARTE,Elizabeth,Rogan,Biffy,07/08/2003 07:45,07/08/2003 10:45,5,8:13,,UA,A,R,1.25,,Outside Plot
Chick Provisioning,PMI,ARTE,Elizabeth,Rogan,Biffy,07/08/2003 07:45,07/08/2003 10:45,6,8:19,,UA,A,R,2,,Outside Plot
Chick Provisioning,PMI,ARTE,Elizabeth,Rogan,Biffy,07/08/2003 07:45,07/08/2003 10:45,4,8:24,,UA,A,R,1,,Outside Plot
Chick Provisioning,PMI,ARTE,Elizabeth,Rogan,Biffy,07/08/2003 07:45,07/08/2003 10:45,6,8:26,,UA,A,R,1.75,,Outside Plot
Chick Provisioning,PMI,ARTE,Elizabeth,Rogan,Biffy,07/08/2003 07:45,07/08/2003 10:45,1,8:33,,UA,A,R,1.5,,Outside Plot
Chick Provisioning,PMI,ARTE,Elizabeth,Rogan,Biffy,07/08/2003 07:45,07/08/2003 10:45,4,8:36,,UA,A,R,1.5,,Outside Plot
Chick Provisioning,PMI,ARTE,Elizabeth,Rogan,Biffy,07/08/2003 07:45,07/08/2003 10:45,4,8:37,,UA,B,R,1.5,,Outside Plot
Chick Provisioning,PMI,ARTE,Elizabeth,Rogan,Biffy,07/08/2003 07:45,07/08/2003 10:45,2,8:38,,UA,A,R,1,,Outside Plot
Chick Provisioning,PMI,ARTE,Elizabeth,Rogan,Biffy,07/08/2003 07:45,07/08/2003 10:45,3,8:51,,UA,A,R,1.25,,Outside Plot
Chick Provisioning,PMI,ARTE,Elizabeth,Rogan,Biffy,07/08/2003 07:45,07/08/2003 10:45,4,8:51,,UA,A,UI,0.25,,Outside Plot
Chick Provisioning,PMI,ARTE,Elizabeth,Rogan,Biffy,07/08/2003 07:45,07/08/2003 10:45,2,8:58,,UA,A,R,1.25,,Outside Plot
Chick Provisioning,PMI,ARTE,Elizabeth,Rogan,Biffy,07/08/2003 07:45,07/08/2003 10:45,1,9:12,,UA,A,R,2.25,,Outside Plot
Chick Provisioning,PMI,ARTE,Elizabeth,Rogan,Biffy,07/08/2003 07:45,07/08/2003 10:45,2,9:13,,UA,A,R,1,,Outside Plot
Chick Provisioning,PMI,ARTE,Elizabeth,Rogan,Biffy,07/08/2003 07:45,07/08/2003 10:45,6,9:13,,UA,A,R,1.25,,Outside Plot
Chick Provisioning,PMI,ARTE,Elizabeth,Rogan,Biffy,07/08/2003 07:45,07/08/2003 10:45,1,9:13,,UA,B,R,1.5,,Outside Plot
Chick Provisioning,PMI,ARTE,Elizabeth,Rogan,Biffy,07/08/2003 07:45,07/08/2003 10:45,2,9:13,,UA,A,R,1.25,,Outside Plot
Chick Provisioning,PMI,ARTE,Elizabeth,Rogan,Biffy,07/08/2003 07:45,07/08/2003 10:45,4,9:13,,UA,A,R,1,,Outside Plot
Chick Provisioning,PMI,ARTE,Elizabeth,Rogan,Biffy,07/08/2003 07:45,07/08/2003 10:45,2,9:18,,UA,B,R,1.25,,Outside Plot
Chick Provisioning,PMI,ARTE,Elizabeth,Rogan,Biffy,07/08/2003 07:45,07/08/2003 10:45,5,9:29,,UA,A,R,1,,Outside Plot
Chick Provisioning,PMI,ARTE,Elizabeth,Rogan,Biffy,07/08/2003 07:45,07/08/2003 10:45,3,9:35,,UA,A,R,1.5,,Outside Plot
Chick Provisioning,PMI,ARTE,Elizabeth,Rogan,Biffy,07/08/2003 07:45,07/08/2003 10:45,3,9:40,,UA,B,R,1.5,,Outside Plot
Chick Provisioning,PMI,ARTE,Elizabeth,Rogan,Biffy,07/08/2003 07:45,07/08/2003 10:45,2,9:40,,UA,A,R,1.5,,Outside Plot
Chick Provisioning,PMI,ARTE,Elizabeth,Rogan,Biffy,07/08/2003 07:45,07/08/2003 10:45,1,9:40,,UA,B,R,1.75,,Outside Plot
Chick Provisioning,PMI,ARTE,Elizabeth,Rogan,Biffy,07/08/2003 07:45,07/08/2003 10:45,6,9:51,,UA,A,R,1.5,,Outside Plot
Chick Provisioning,PMI,ARTE,Elizabeth,Rogan,Biffy,07/08/2003 07:45,07/08/2003 10:45,6,9:59,,UA,A,R,1.25,,Outside Plot
Chick Provisioning,PMI,ARTE,Elizabeth,Rogan,Biffy,07/08/2003 07:45,07/08/2003 10:45,5,10:04,,UA,A,R,1,,Outside Plot
Chick Provisioning,PMI,ARTE,Elizabeth,Rogan,Biffy,07/08/2003 07:45,07/08/2003 10:45,3,10:32,,UA,A,R,1,,Outside Plot
Chick Provisioning,PMI,ARTE,Elizabeth,Rogan,Biffy,07/08/2003 07:45,07/08/2003 10:45,1,10:32,,UA,A,R,1.5,,Outside Plot
Chick Provisioning,PMI,ARTE,Elizabeth,Rogan,Biffy,07/08/2003 07:45,07/08/2003 10:45,2,10:37,,UA,A,R,1.25,,Outside Plot
Chick Provisioning,PMI,ARTE,Elizabeth,Rogan,Biffy,07/08/2003 07:45,07/08/2003 10:45,6,10:39,,UA,A,R,1.5,,Outside Plot
Chick Provisioning,PMI,ARTE,Steve,Agius,North,07/08/2003 09:30,07/08/2003 12:45,10,10:04,,UA,A,R,1.25,,Outside Plot
Chick Provisioning,PMI,ARTE,Tyler,Grant,East,07/09/2003 08:15,07/09/2003 11:15,1,8:30,,UA,A,R,1.25,,Outside Plot
Chick Provisioning,PMI,ARTE,Tyler,Grant,East,07/09/2003 08:15,07/09/2003 11:15,1,8:35,,UA,B,H,1.25,,Outside Plot
Chick Provisioning,PMI,ARTE,Tyler,Grant,East,07/09/2003 08:15,07/09/2003 11:15,3,9:15,,UA,A,R,1.5,,Outside Plot
Chick Provisioning,PMI,ARTE,Tyler,Grant,East,07/09/2003 08:15,07/09/2003 11:15,3,9:41,,UA,A,H,1.25,,Outside Plot
Chick Provisioning,PMI,ARTE,Tyler,Grant,East,07/09/2003 08:15,07/09/2003 11:15,1,10:16,,UA,A,U,1,,Outside Plot
Chick Provisioning,PMI,ARTE,Tyler,Grant,East,07/09/2003 08:15,07/09/2003 11:15,2,10:47,,UA,A,UI,0.25,,Outside Plot
Chick Provisioning,PMI,ARTE,Tyler,Grant,East,07/09/2003 08:15,07/09/2003 11:15,1,10:50,,UA,B,H,1.25,,Outside Plot
Chick Provisioning,PMI,ARTE,Tyler,Grant,East,07/09/2003 08:15,07/09/2003 11:15,1,10:59,,UA,A,UI,0.25,,Outside Plot
Chick Provisioning,PMI,ARTE,Tyler,Grant,East,07/09/2003 08:15,07/09/2003 11:15,1,11:00,,UA,A,H,2.25,,Outside Plot
Chick Provisioning,PMI,ARTE,Tyler,Grant,East,07/09/2003 08:15,07/09/2003 11:15,1,11:07,,UA,B,R,1,,Outside Plot
Chick Provisioning,PMI,ARTE,Steve,Agius,North,07/09/2003 09:30,07/09/2003 12:45,11,10:15,,UA,A,R,1.5,,Outside Plot
Chick Provisioning,PMI,ARTE,Steve,Agius,North,07/09/2003 11:00,07/09/2003 14:15,9,11:01,,UA,B,R,1.25,,Outside Plot
Chick Provisioning,PMI,ARTE,Steve,Agius,North,07/09/2003 11:00,07/09/2003 14:15,10,11:04,,UA,A,R,1.25,,Outside Plot
Chick Provisioning,PMI,ARTE,Steve,Agius,North,07/09/2003 11:00,07/09/2003 14:15,7,11:05,,UA,A,R,1,,Outside Plot
Chick Provisioning,PMI,ARTE,Steve,Agius,North,07/09/2003 11:00,07/09/2003 14:15,8,11:06,,UA,A,R,1,,Outside Plot
Chick Provisioning,PMI,ARTE,Steve,Agius,North,07/09/2003 11:00,07/09/2003 14:15,10,11:17,,UA,B,R,1.25,,Outside Plot
